Nome,Telefone,Data de Ida ao Estabelecimento
Clara da Luz,(35) 91193-3665,2024-03-03
Clara da Luz,(35) 91193-3665,2024-03-10
Clara da Luz,(35) 91193-3665,2024-03-17
Clara da Luz,(35) 91193-3665,2024-03-24
Clara da Luz,(35) 91193-3665,2024-03-31
Clara da Luz,(35) 91193-3665,2024-04-07
Clara da Luz,(35) 91193-3665,2024-04-14
Clara da Luz,(35) 91193-3665,2024-04-21
Clara da Luz,(35) 91193-3665,2024-04-28
Clara da Luz,(35) 91193-3665,2024-05-05
Clara da Luz,(35) 91193-3665,2024-05-12
Clara da Luz,(35) 91193-3665,2024-05-19
Clara da Luz,(35) 91193-3665,2024-05-26
Clara da Luz,(35) 91193-3665,2024-06-02
Clara da Luz,(35) 91193-3665,2024-06-09
Clara da Luz,(35) 91193-3665,2024-06-16
Clara da Luz,(35) 91193-3665,2024-06-23
Clara da Luz,(35) 91193-3665,2024-06-30
Clara da Luz,(35) 91193-3665,2024-07-07
Clara da Luz,(35) 91193-3665,2024-07-14
Clara da Luz,(35) 91193-3665,2024-07-21
Clara da Luz,(35) 91193-3665,2024-07-28
Clara da Luz,(35) 91193-3665,2024-08-04
Clara da Luz,(35) 91193-3665,2024-08-11
Clara da Luz,(35) 91193-3665,2024-08-18
Clara da Luz,(35) 91193-3665,2024-08-25
Clara da Luz,(35) 91193-3665,2024-09-01
Clara da Luz,(35) 91193-3665,2024-09-08
Clara da Luz,(35) 91193-3665,2024-09-15
Clara da Luz,(35) 91193-3665,2024-09-22
Clara da Luz,(35) 91193-3665,2024-09-29
Clara da Luz,(35) 91193-3665,2024-10-06
Clara da Luz,(35) 91193-3665,2024-10-13
Clara da Luz,(35) 91193-3665,2024-10-20
Clara da Luz,(35) 91193-3665,2024-10-27
Clara da Luz,(35) 91193-3665,2024-11-03
Clara da Luz,(35) 91193-3665,2024-11-10
Clara da Luz,(35) 91193-3665,2024-11-17
Clara da Luz,(35) 91193-3665,2024-11-24
Clara da Luz,(35) 91193-3665,2024-12-01
Clara da Luz,(35) 91193-3665,2024-12-08
Clara da Luz,(35) 91193-3665,2024-12-15
Clara da Luz,(35) 91193-3665,2024-12-22
Clara da Luz,(35) 91193-3665,2024-12-29
Clarice Melo,(55) 98208-2181,2024-01-31
Clarice Melo,(55) 98208-2181,2024-02-15
Clarice Melo,(55) 98208-2181,2024-03-01
Clarice Melo,(55) 98208-2181,2024-03-16
Clarice Melo,(55) 98208-2181,2024-03-31
Clarice Melo,(55) 98208-2181,2024-04-15
Clarice Melo,(55) 98208-2181,2024-04-30
Clarice Melo,(55) 98208-2181,2024-05-15
Clarice Melo,(55) 98208-2181,2024-05-30
Clarice Melo,(55) 98208-2181,2024-06-14
Clarice Melo,(55) 98208-2181,2024-06-29
Clarice Melo,(55) 98208-2181,2024-07-14
Clarice Melo,(55) 98208-2181,2024-07-29
Clarice Melo,(55) 98208-2181,2024-08-13
Clarice Melo,(55) 98208-2181,2024-08-28
Clarice Melo,(55) 98208-2181,2024-09-12
Clarice Melo,(55) 98208-2181,2024-09-27
Clarice Melo,(55) 98208-2181,2024-10-12
Clarice Melo,(55) 98208-2181,2024-10-27
Clarice Melo,(55) 98208-2181,2024-11-11
Clarice Melo,(55) 98208-2181,2024-11-26
Clarice Melo,(55) 98208-2181,2024-12-11
Clarice Melo,(55) 98208-2181,2024-12-26
Clarice Rios,(15) 91611-3036,2024-01-01
Clarice Rios,(15) 91611-3036,2024-01-16
Clarice Rios,(15) 91611-3036,2024-01-31
Clarice Rios,(15) 91611-3036,2024-02-15
Clarice Rios,(15) 91611-3036,2024-03-01
Clarice Rios,(15) 91611-3036,2024-03-16
Clarice Rios,(15) 91611-3036,2024-03-31
Clarice Rios,(15) 91611-3036,2024-04-15
Clarice Rios,(15) 91611-3036,2024-04-30
Clarice Rios,(15) 91611-3036,2024-05-15
Clarice Rios,(15) 91611-3036,2024-05-30
Clarice Rios,(15) 91611-3036,2024-06-14
Clarice Rios,(15) 91611-3036,2024-06-29
Clarice Rios,(15) 91611-3036,2024-07-14
Clarice Rios,(15) 91611-3036,2024-07-29
Clarice Rios,(15) 91611-3036,2024-08-13
Clarice Rios,(15) 91611-3036,2024-08-28
Clarice Rios,(15) 91611-3036,2024-09-12
Clarice Rios,(15) 91611-3036,2024-09-27
Clarice Rios,(15) 91611-3036,2024-10-12
Clarice Rios,(15) 91611-3036,2024-10-27
Clarice Rios,(15) 91611-3036,2024-11-11
Clarice Rios,(15) 91611-3036,2024-11-26
Clarice Rios,(15) 91611-3036,2024-12-11
Clarice Rios,(15) 91611-3036,2024-12-26
Clarice da Luz,(98) 90343-4832,2024-01-15
Clarice da Luz,(98) 90343-4832,2024-02-14
Clarice da Luz,(98) 90343-4832,2024-03-15
Clarice da Luz,(98) 90343-4832,2024-04-14
Clarice da Luz,(98) 90343-4832,2024-05-14
Clarice da Luz,(98) 90343-4832,2024-06-13
Clarice da Luz,(98) 90343-4832,2024-07-13
Clarice da Luz,(98) 90343-4832,2024-08-12
Clarice da Luz,(98) 90343-4832,2024-09-11
Clarice da Luz,(98) 90343-4832,2024-10-11
Clarice da Luz,(98) 90343-4832,2024-11-10
Clarice da Luz,(98) 90343-4832,2024-12-10
Daniel Castro,(25) 91022-0371,2024-01-26
Daniel Castro,(25) 91022-0371,2024-02-25
Daniel Castro,(25) 91022-0371,2024-03-26
Daniel Castro,(25) 91022-0371,2024-04-25
Daniel Castro,(25) 91022-0371,2024-05-25
Daniel Castro,(25) 91022-0371,2024-06-24
Daniel Castro,(25) 91022-0371,2024-07-24
Daniel Castro,(25) 91022-0371,2024-08-23
Daniel Castro,(25) 91022-0371,2024-09-22
Daniel Castro,(25) 91022-0371,2024-10-22
Daniel Castro,(25) 91022-0371,2024-11-21
Daniel Castro,(25) 91022-0371,2024-12-21
Daniel Monteiro,(21) 97188-4914,2024-01-12
Daniel Monteiro,(21) 97188-4914,2024-01-19
Daniel Monteiro,(21) 97188-4914,2024-01-26
Daniel Monteiro,(21) 97188-4914,2024-02-02
Daniel Monteiro,(21) 97188-4914,2024-02-09
Daniel Monteiro,(21) 97188-4914,2024-02-16
Daniel Monteiro,(21) 97188-4914,2024-02-23
Daniel Monteiro,(21) 97188-4914,2024-03-01
Daniel Monteiro,(21) 97188-4914,2024-03-08
Daniel Monteiro,(21) 97188-4914,2024-03-15
Daniel Monteiro,(21) 97188-4914,2024-03-22
Daniel Monteiro,(21) 97188-4914,2024-03-29
Daniel Monteiro,(21) 97188-4914,2024-04-05
Daniel Monteiro,(21) 97188-4914,2024-04-12
Daniel Monteiro,(21) 97188-4914,2024-04-19
Daniel Monteiro,(21) 97188-4914,2024-04-26
Daniel Monteiro,(21) 97188-4914,2024-05-03
Daniel Monteiro,(21) 97188-4914,2024-05-10
Daniel Monteiro,(21) 97188-4914,2024-05-17
Daniel Monteiro,(21) 97188-4914,2024-05-24
Daniel Monteiro,(21) 97188-4914,2024-05-31
Daniel Monteiro,(21) 97188-4914,2024-06-07
Daniel Monteiro,(21) 97188-4914,2024-06-14
Daniel Monteiro,(21) 97188-4914,2024-06-21
Daniel Monteiro,(21) 97188-4914,2024-06-28
Daniel Monteiro,(21) 97188-4914,2024-07-05
Daniel Monteiro,(21) 97188-4914,2024-07-12
Daniel Monteiro,(21) 97188-4914,2024-07-19
Daniel Monteiro,(21) 97188-4914,2024-07-26
Daniel Monteiro,(21) 97188-4914,2024-08-02
Daniel Monteiro,(21) 97188-4914,2024-08-09
Daniel Monteiro,(21) 97188-4914,2024-08-16
Daniel Monteiro,(21) 97188-4914,2024-08-23
Daniel Monteiro,(21) 97188-4914,2024-08-30
Daniel Monteiro,(21) 97188-4914,2024-09-06
Daniel Monteiro,(21) 97188-4914,2024-09-13
Daniel Monteiro,(21) 97188-4914,2024-09-20
Daniel Monteiro,(21) 97188-4914,2024-09-27
Daniel Monteiro,(21) 97188-4914,2024-10-04
Daniel Monteiro,(21) 97188-4914,2024-10-11
Daniel Monteiro,(21) 97188-4914,2024-10-18
Daniel Monteiro,(21) 97188-4914,2024-10-25
Daniel Monteiro,(21) 97188-4914,2024-11-01
Daniel Monteiro,(21) 97188-4914,2024-11-08
Daniel Monteiro,(21) 97188-4914,2024-11-15
Daniel Monteiro,(21) 97188-4914,2024-11-22
Daniel Monteiro,(21) 97188-4914,2024-11-29
Daniel Monteiro,(21) 97188-4914,2024-12-06
Daniel Monteiro,(21) 97188-4914,2024-12-13
Daniel Monteiro,(21) 97188-4914,2024-12-20
Daniel Monteiro,(21) 97188-4914,2024-12-27
Daniela Azevedo,(63) 99172-3394,2024-01-07
Daniela Azevedo,(63) 99172-3394,2024-03-20
Daniela Azevedo,(63) 99172-3394,2024-06-01
Daniela Azevedo,(63) 99172-3394,2024-08-13
Daniela Azevedo,(63) 99172-3394,2024-10-25
Daniela Pires,(77) 94591-3139,2024-01-07
Daniela Pires,(77) 94591-3139,2024-03-20
Daniela Pires,(77) 94591-3139,2024-06-01
Daniela Pires,(77) 94591-3139,2024-08-13
Daniela Pires,(77) 94591-3139,2024-10-25
Dante Souza,(78) 96630-4742,2024-01-26
Dante Souza,(78) 96630-4742,2024-04-08
Dante Souza,(78) 96630-4742,2024-06-20
Dante Souza,(78) 96630-4742,2024-09-01
Dante Souza,(78) 96630-4742,2024-11-13
Davi Araújo,(19) 90856-1566,2024-01-02
Davi Araújo,(19) 90856-1566,2024-01-09
Davi Araújo,(19) 90856-1566,2024-01-16
Davi Araújo,(19) 90856-1566,2024-01-23
Davi Araújo,(19) 90856-1566,2024-01-30
Davi Araújo,(19) 90856-1566,2024-02-06
Davi Araújo,(19) 90856-1566,2024-02-13
Davi Araújo,(19) 90856-1566,2024-02-20
Davi Araújo,(19) 90856-1566,2024-02-27
Davi Araújo,(19) 90856-1566,2024-03-05
Davi Araújo,(19) 90856-1566,2024-03-12
Davi Araújo,(19) 90856-1566,2024-03-19
Davi Araújo,(19) 90856-1566,2024-03-26
Davi Araújo,(19) 90856-1566,2024-04-02
Davi Araújo,(19) 90856-1566,2024-04-09
Davi Araújo,(19) 90856-1566,2024-04-16
Davi Araújo,(19) 90856-1566,2024-04-23
Davi Araújo,(19) 90856-1566,2024-04-30
Davi Araújo,(19) 90856-1566,2024-05-07
Davi Araújo,(19) 90856-1566,2024-05-14
Davi Araújo,(19) 90856-1566,2024-05-21
Davi Araújo,(19) 90856-1566,2024-05-28
Davi Araújo,(19) 90856-1566,2024-06-04
Davi Araújo,(19) 90856-1566,2024-06-11
Davi Araújo,(19) 90856-1566,2024-06-18
Davi Araújo,(19) 90856-1566,2024-06-25
Davi Araújo,(19) 90856-1566,2024-07-02
Davi Araújo,(19) 90856-1566,2024-07-09
Davi Araújo,(19) 90856-1566,2024-07-16
Davi Araújo,(19) 90856-1566,2024-07-23
Davi Araújo,(19) 90856-1566,2024-07-30
Davi Araújo,(19) 90856-1566,2024-08-06
Davi Araújo,(19) 90856-1566,2024-08-13
Davi Araújo,(19) 90856-1566,2024-08-20
Davi Araújo,(19) 90856-1566,2024-08-27
Davi Araújo,(19) 90856-1566,2024-09-03
Davi Araújo,(19) 90856-1566,2024-09-10
Davi Araújo,(19) 90856-1566,2024-09-17
Davi Araújo,(19) 90856-1566,2024-09-24
Davi Araújo,(19) 90856-1566,2024-10-01
Davi Araújo,(19) 90856-1566,2024-10-08
Davi Araújo,(19) 90856-1566,2024-10-15
Davi Araújo,(19) 90856-1566,2024-10-22
Davi Araújo,(19) 90856-1566,2024-10-29
Davi Araújo,(19) 90856-1566,2024-11-05
Davi Araújo,(19) 90856-1566,2024-11-12
Davi Araújo,(19) 90856-1566,2024-11-19
Davi Araújo,(19) 90856-1566,2024-11-26
Davi Araújo,(19) 90856-1566,2024-12-03
Davi Araújo,(19) 90856-1566,2024-12-10
Davi Araújo,(19) 90856-1566,2024-12-17
Davi Araújo,(19) 90856-1566,2024-12-24
Davi Araújo,(19) 90856-1566,2024-12-31
Davi Barbosa,(90) 97402-6182,2024-01-10
Davi Barbosa,(90) 97402-6182,2024-02-09
Davi Barbosa,(90) 97402-6182,2024-03-10
Davi Barbosa,(90) 97402-6182,2024-04-09
Davi Barbosa,(90) 97402-6182,2024-05-09
Davi Barbosa,(90) 97402-6182,2024-06-08
Davi Barbosa,(90) 97402-6182,2024-07-08
Davi Barbosa,(90) 97402-6182,2024-08-07
Davi Barbosa,(90) 97402-6182,2024-09-06
Davi Barbosa,(90) 97402-6182,2024-10-06
Davi Barbosa,(90) 97402-6182,2024-11-05
Davi Barbosa,(90) 97402-6182,2024-12-05
Davi Lucas Fogaça,(61) 94513-3707,2024-01-04
Davi Lucas Fogaça,(61) 94513-3707,2024-02-03
Davi Lucas Fogaça,(61) 94513-3707,2024-03-04
Davi Lucas Fogaça,(61) 94513-3707,2024-04-03
Davi Lucas Fogaça,(61) 94513-3707,2024-05-03
Davi Lucas Fogaça,(61) 94513-3707,2024-06-02
Davi Lucas Fogaça,(61) 94513-3707,2024-07-02
Davi Lucas Fogaça,(61) 94513-3707,2024-08-01
Davi Lucas Fogaça,(61) 94513-3707,2024-08-31
Davi Lucas Fogaça,(61) 94513-3707,2024-09-30
Davi Lucas Fogaça,(61) 94513-3707,2024-10-30
Davi Lucas Fogaça,(61) 94513-3707,2024-11-29
Davi Lucas Fogaça,(61) 94513-3707,2024-12-29
Davi Lucca Cassiano,(17) 93109-5233,2024-01-04
Davi Lucca Cassiano,(17) 93109-5233,2024-02-03
Davi Lucca Cassiano,(17) 93109-5233,2024-03-04
Davi Lucca Cassiano,(17) 93109-5233,2024-04-03
Davi Lucca Cassiano,(17) 93109-5233,2024-05-03
Davi Lucca Cassiano,(17) 93109-5233,2024-06-02
Davi Lucca Cassiano,(17) 93109-5233,2024-07-02
Davi Lucca Cassiano,(17) 93109-5233,2024-08-01
Davi Lucca Cassiano,(17) 93109-5233,2024-08-31
Davi Lucca Cassiano,(17) 93109-5233,2024-09-30
Davi Lucca Cassiano,(17) 93109-5233,2024-10-30
Davi Lucca Cassiano,(17) 93109-5233,2024-11-29
Davi Lucca Cassiano,(17) 93109-5233,2024-12-29
Davi Lucca Moura,(59) 96424-5478,2024-01-18
Davi Lucca Moura,(59) 96424-5478,2024-01-25
Davi Lucca Moura,(59) 96424-5478,2024-02-01
Davi Lucca Moura,(59) 96424-5478,2024-02-08
Davi Lucca Moura,(59) 96424-5478,2024-02-15
Davi Lucca Moura,(59) 96424-5478,2024-02-22
Davi Lucca Moura,(59) 96424-5478,2024-02-29
Davi Lucca Moura,(59) 96424-5478,2024-03-07
Davi Lucca Moura,(59) 96424-5478,2024-03-14
Davi Lucca Moura,(59) 96424-5478,2024-03-21
Davi Lucca Moura,(59) 96424-5478,2024-03-28
Davi Lucca Moura,(59) 96424-5478,2024-04-04
Davi Lucca Moura,(59) 96424-5478,2024-04-11
Davi Lucca Moura,(59) 96424-5478,2024-04-18
Davi Lucca Moura,(59) 96424-5478,2024-04-25
Davi Lucca Moura,(59) 96424-5478,2024-05-02
Davi Lucca Moura,(59) 96424-5478,2024-05-09
Davi Lucca Moura,(59) 96424-5478,2024-05-16
Davi Lucca Moura,(59) 96424-5478,2024-05-23
Davi Lucca Moura,(59) 96424-5478,2024-05-30
Davi Lucca Moura,(59) 96424-5478,2024-06-06
Davi Lucca Moura,(59) 96424-5478,2024-06-13
Davi Lucca Moura,(59) 96424-5478,2024-06-20
Davi Lucca Moura,(59) 96424-5478,2024-06-27
Davi Lucca Moura,(59) 96424-5478,2024-07-04
Davi Lucca Moura,(59) 96424-5478,2024-07-11
Davi Lucca Moura,(59) 96424-5478,2024-07-18
Davi Lucca Moura,(59) 96424-5478,2024-07-25
Davi Lucca Moura,(59) 96424-5478,2024-08-01
Davi Lucca Moura,(59) 96424-5478,2024-08-08
Davi Lucca Moura,(59) 96424-5478,2024-08-15
Davi Lucca Moura,(59) 96424-5478,2024-08-22
Davi Lucca Moura,(59) 96424-5478,2024-08-29
Davi Lucca Moura,(59) 96424-5478,2024-09-05
Davi Lucca Moura,(59) 96424-5478,2024-09-12
Davi Lucca Moura,(59) 96424-5478,2024-09-19
Davi Lucca Moura,(59) 96424-5478,2024-09-26
Davi Lucca Moura,(59) 96424-5478,2024-10-03
Davi Lucca Moura,(59) 96424-5478,2024-10-10
Davi Lucca Moura,(59) 96424-5478,2024-10-17
Davi Lucca Moura,(59) 96424-5478,2024-10-24
Davi Lucca Moura,(59) 96424-5478,2024-10-31
Davi Lucca Moura,(59) 96424-5478,2024-11-07
Davi Lucca Moura,(59) 96424-5478,2024-11-14
Davi Lucca Moura,(59) 96424-5478,2024-11-21
Davi Lucca Moura,(59) 96424-5478,2024-11-28
Davi Lucca Moura,(59) 96424-5478,2024-12-05
Davi Lucca Moura,(59) 96424-5478,2024-12-12
Davi Lucca Moura,(59) 96424-5478,2024-12-19
Davi Lucca Moura,(59) 96424-5478,2024-12-26
Davi Lucca Santos,(68) 98776-5666,2024-01-17
Davi Lucca Santos,(68) 98776-5666,2024-01-24
Davi Lucca Santos,(68) 98776-5666,2024-01-31
Davi Lucca Santos,(68) 98776-5666,2024-02-07
Davi Lucca Santos,(68) 98776-5666,2024-02-14
Davi Lucca Santos,(68) 98776-5666,2024-02-21
Davi Lucca Santos,(68) 98776-5666,2024-02-28
Davi Lucca Santos,(68) 98776-5666,2024-03-06
Davi Lucca Santos,(68) 98776-5666,2024-03-13
Davi Lucca Santos,(68) 98776-5666,2024-03-20
Davi Lucca Santos,(68) 98776-5666,2024-03-27
Davi Lucca Santos,(68) 98776-5666,2024-04-03
Davi Lucca Santos,(68) 98776-5666,2024-04-10
Davi Lucca Santos,(68) 98776-5666,2024-04-17
Davi Lucca Santos,(68) 98776-5666,2024-04-24
Davi Lucca Santos,(68) 98776-5666,2024-05-01
Davi Lucca Santos,(68) 98776-5666,2024-05-08
Davi Lucca Santos,(68) 98776-5666,2024-05-15
Davi Lucca Santos,(68) 98776-5666,2024-05-22
Davi Lucca Santos,(68) 98776-5666,2024-05-29
Davi Lucca Santos,(68) 98776-5666,2024-06-05
Davi Lucca Santos,(68) 98776-5666,2024-06-12
Davi Lucca Santos,(68) 98776-5666,2024-06-19
Davi Lucca Santos,(68) 98776-5666,2024-06-26
Davi Lucca Santos,(68) 98776-5666,2024-07-03
Davi Lucca Santos,(68) 98776-5666,2024-07-10
Davi Lucca Santos,(68) 98776-5666,2024-07-17
Davi Lucca Santos,(68) 98776-5666,2024-07-24
Davi Lucca Santos,(68) 98776-5666,2024-07-31
Davi Lucca Santos,(68) 98776-5666,2024-08-07
Davi Lucca Santos,(68) 98776-5666,2024-08-14
Davi Lucca Santos,(68) 98776-5666,2024-08-21
Davi Lucca Santos,(68) 98776-5666,2024-08-28
Davi Lucca Santos,(68) 98776-5666,2024-09-04
Davi Lucca Santos,(68) 98776-5666,2024-09-11
Davi Lucca Santos,(68) 98776-5666,2024-09-18
Davi Lucca Santos,(68) 98776-5666,2024-09-25
Davi Lucca Santos,(68) 98776-5666,2024-10-02
Davi Lucca Santos,(68) 98776-5666,2024-10-09
Davi Lucca Santos,(68) 98776-5666,2024-10-16
Davi Lucca Santos,(68) 98776-5666,2024-10-23
Davi Lucca Santos,(68) 98776-5666,2024-10-30
Davi Lucca Santos,(68) 98776-5666,2024-11-06
Davi Lucca Santos,(68) 98776-5666,2024-11-13
Davi Lucca Santos,(68) 98776-5666,2024-11-20
Davi Lucca Santos,(68) 98776-5666,2024-11-27
Davi Lucca Santos,(68) 98776-5666,2024-12-04
Davi Lucca Santos,(68) 98776-5666,2024-12-11
Davi Lucca Santos,(68) 98776-5666,2024-12-18
Davi Lucca Santos,(68) 98776-5666,2024-12-25
Davi Luiz Cavalcanti,(16) 98591-6791,2024-01-28
Davi Luiz Cavalcanti,(16) 98591-6791,2024-02-04
Davi Luiz Cavalcanti,(16) 98591-6791,2024-02-11
Davi Luiz Cavalcanti,(16) 98591-6791,2024-02-18
Davi Luiz Cavalcanti,(16) 98591-6791,2024-02-25
Davi Luiz Cavalcanti,(16) 98591-6791,2024-03-03
Davi Luiz Cavalcanti,(16) 98591-6791,2024-03-10
Davi Luiz Cavalcanti,(16) 98591-6791,2024-03-17
Davi Luiz Cavalcanti,(16) 98591-6791,2024-03-24
Davi Luiz Cavalcanti,(16) 98591-6791,2024-03-31
Davi Luiz Cavalcanti,(16) 98591-6791,2024-04-07
Davi Luiz Cavalcanti,(16) 98591-6791,2024-04-14
Davi Luiz Cavalcanti,(16) 98591-6791,2024-04-21
Davi Luiz Cavalcanti,(16) 98591-6791,2024-04-28
Davi Luiz Cavalcanti,(16) 98591-6791,2024-05-05
Davi Luiz Cavalcanti,(16) 98591-6791,2024-05-12
Davi Luiz Cavalcanti,(16) 98591-6791,2024-05-19
Davi Luiz Cavalcanti,(16) 98591-6791,2024-05-26
Davi Luiz Cavalcanti,(16) 98591-6791,2024-06-02
Davi Luiz Cavalcanti,(16) 98591-6791,2024-06-09
Davi Luiz Cavalcanti,(16) 98591-6791,2024-06-16
Davi Luiz Cavalcanti,(16) 98591-6791,2024-06-23
Davi Luiz Cavalcanti,(16) 98591-6791,2024-06-30
Davi Luiz Cavalcanti,(16) 98591-6791,2024-07-07
Davi Luiz Cavalcanti,(16) 98591-6791,2024-07-14
Davi Luiz Cavalcanti,(16) 98591-6791,2024-07-21
Davi Luiz Cavalcanti,(16) 98591-6791,2024-07-28
Davi Luiz Cavalcanti,(16) 98591-6791,2024-08-04
Davi Luiz Cavalcanti,(16) 98591-6791,2024-08-11
Davi Luiz Cavalcanti,(16) 98591-6791,2024-08-18
Davi Luiz Cavalcanti,(16) 98591-6791,2024-08-25
Davi Luiz Cavalcanti,(16) 98591-6791,2024-09-01
Davi Luiz Cavalcanti,(16) 98591-6791,2024-09-08
Davi Luiz Cavalcanti,(16) 98591-6791,2024-09-15
Davi Luiz Cavalcanti,(16) 98591-6791,2024-09-22
Davi Luiz Cavalcanti,(16) 98591-6791,2024-09-29
Davi Luiz Cavalcanti,(16) 98591-6791,2024-10-06
Davi Luiz Cavalcanti,(16) 98591-6791,2024-10-13
Davi Luiz Cavalcanti,(16) 98591-6791,2024-10-20
Davi Luiz Cavalcanti,(16) 98591-6791,2024-10-27
Davi Luiz Cavalcanti,(16) 98591-6791,2024-11-03
Davi Luiz Cavalcanti,(16) 98591-6791,2024-11-10
Davi Luiz Cavalcanti,(16) 98591-6791,2024-11-17
Davi Luiz Cavalcanti,(16) 98591-6791,2024-11-24
Davi Luiz Cavalcanti,(16) 98591-6791,2024-12-01
Davi Luiz Cavalcanti,(16) 98591-6791,2024-12-08
Davi Luiz Cavalcanti,(16) 98591-6791,2024-12-15
Davi Luiz Cavalcanti,(16) 98591-6791,2024-12-22
Davi Luiz Cavalcanti,(16) 98591-6791,2024-12-29
Davi Mendes,(43) 96582-8715,2024-01-08
Davi Mendes,(43) 96582-8715,2024-03-21
Davi Mendes,(43) 96582-8715,2024-06-02
Davi Mendes,(43) 96582-8715,2024-08-14
Davi Mendes,(43) 96582-8715,2024-10-26
Davi Miguel Azevedo,(87) 94513-6021,2024-01-18
Davi Miguel Azevedo,(87) 94513-6021,2024-01-25
Davi Miguel Azevedo,(87) 94513-6021,2024-02-01
Davi Miguel Azevedo,(87) 94513-6021,2024-02-08
Davi Miguel Azevedo,(87) 94513-6021,2024-02-15
Davi Miguel Azevedo,(87) 94513-6021,2024-02-22
Davi Miguel Azevedo,(87) 94513-6021,2024-02-29
Davi Miguel Azevedo,(87) 94513-6021,2024-03-07
Davi Miguel Azevedo,(87) 94513-6021,2024-03-14
Davi Miguel Azevedo,(87) 94513-6021,2024-03-21
Davi Miguel Azevedo,(87) 94513-6021,2024-03-28
Davi Miguel Azevedo,(87) 94513-6021,2024-04-04
Davi Miguel Azevedo,(87) 94513-6021,2024-04-11
Davi Miguel Azevedo,(87) 94513-6021,2024-04-18
Davi Miguel Azevedo,(87) 94513-6021,2024-04-25
Davi Miguel Azevedo,(87) 94513-6021,2024-05-02
Davi Miguel Azevedo,(87) 94513-6021,2024-05-09
Davi Miguel Azevedo,(87) 94513-6021,2024-05-16
Davi Miguel Azevedo,(87) 94513-6021,2024-05-23
Davi Miguel Azevedo,(87) 94513-6021,2024-05-30
Davi Miguel Azevedo,(87) 94513-6021,2024-06-06
Davi Miguel Azevedo,(87) 94513-6021,2024-06-13
Davi Miguel Azevedo,(87) 94513-6021,2024-06-20
Davi Miguel Azevedo,(87) 94513-6021,2024-06-27
Davi Miguel Azevedo,(87) 94513-6021,2024-07-04
Davi Miguel Azevedo,(87) 94513-6021,2024-07-11
Davi Miguel Azevedo,(87) 94513-6021,2024-07-18
Davi Miguel Azevedo,(87) 94513-6021,2024-07-25
Davi Miguel Azevedo,(87) 94513-6021,2024-08-01
Davi Miguel Azevedo,(87) 94513-6021,2024-08-08
Davi Miguel Azevedo,(87) 94513-6021,2024-08-15
Davi Miguel Azevedo,(87) 94513-6021,2024-08-22
Davi Miguel Azevedo,(87) 94513-6021,2024-08-29
Davi Miguel Azevedo,(87) 94513-6021,2024-09-05
Davi Miguel Azevedo,(87) 94513-6021,2024-09-12
Davi Miguel Azevedo,(87) 94513-6021,2024-09-19
Davi Miguel Azevedo,(87) 94513-6021,2024-09-26
Davi Miguel Azevedo,(87) 94513-6021,2024-10-03
Davi Miguel Azevedo,(87) 94513-6021,2024-10-10
Davi Miguel Azevedo,(87) 94513-6021,2024-10-17
Davi Miguel Azevedo,(87) 94513-6021,2024-10-24
Davi Miguel Azevedo,(87) 94513-6021,2024-10-31
Davi Miguel Azevedo,(87) 94513-6021,2024-11-07
Davi Miguel Azevedo,(87) 94513-6021,2024-11-14
Davi Miguel Azevedo,(87) 94513-6021,2024-11-21
Davi Miguel Azevedo,(87) 94513-6021,2024-11-28
Davi Miguel Azevedo,(87) 94513-6021,2024-12-05
Davi Miguel Azevedo,(87) 94513-6021,2024-12-12
Davi Miguel Azevedo,(87) 94513-6021,2024-12-19
Davi Miguel Azevedo,(87) 94513-6021,2024-12-26
Davi da Mata,(38) 91721-8571,2024-01-06
Davi da Mata,(38) 91721-8571,2024-03-19
Davi da Mata,(38) 91721-8571,2024-05-31
Davi da Mata,(38) 91721-8571,2024-08-12
Davi da Mata,(38) 91721-8571,2024-10-24
Diego Cardoso,(38) 96361-9571,2024-01-28
Diego Cardoso,(38) 96361-9571,2024-02-27
Diego Cardoso,(38) 96361-9571,2024-03-28
Diego Cardoso,(38) 96361-9571,2024-04-27
Diego Cardoso,(38) 96361-9571,2024-05-27
Diego Cardoso,(38) 96361-9571,2024-06-26
Diego Cardoso,(38) 96361-9571,2024-07-26
Diego Cardoso,(38) 96361-9571,2024-08-25
Diego Cardoso,(38) 96361-9571,2024-09-24
Diego Cardoso,(38) 96361-9571,2024-10-24
Diego Cardoso,(38) 96361-9571,2024-11-23
Diego Cardoso,(38) 96361-9571,2024-12-23
Diego Cassiano,(99) 90847-8540,2024-01-01
Diego Cassiano,(99) 90847-8540,2024-01-16
Diego Cassiano,(99) 90847-8540,2024-01-31
Diego Cassiano,(99) 90847-8540,2024-02-15
Diego Cassiano,(99) 90847-8540,2024-03-01
Diego Cassiano,(99) 90847-8540,2024-03-16
Diego Cassiano,(99) 90847-8540,2024-03-31
Diego Cassiano,(99) 90847-8540,2024-04-15
Diego Cassiano,(99) 90847-8540,2024-04-30
Diego Cassiano,(99) 90847-8540,2024-05-15
Diego Cassiano,(99) 90847-8540,2024-05-30
Diego Cassiano,(99) 90847-8540,2024-06-14
Diego Cassiano,(99) 90847-8540,2024-06-29
Diego Cassiano,(99) 90847-8540,2024-07-14
Diego Cassiano,(99) 90847-8540,2024-07-29
Diego Cassiano,(99) 90847-8540,2024-08-13
Diego Cassiano,(99) 90847-8540,2024-08-28
